18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 345 | Xp Modification Required: Level 1, Xp 3750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 10260 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 10260 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 10260 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 10360 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 11410 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 11710 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 19, Xp 13795 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 13795 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 14095 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 15, Xp 14095 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 15030 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 12, Xp 15130 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 15130 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 15130 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 15130 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 16180 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 16180 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 15, Xp 16480 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 17415 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 17415 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 19800 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 19800 | Xp Modification Required: Level 16, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 19900 | Xp Modification Required: Level 16, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 20950 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 20950 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 20950 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 20950 | Xp Modification Required: Level 16, Xp 25000
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 21250 | Xp Modification Required: Level 16, Xp 21250
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 1035 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 14, Xp 1035 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 1035 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 13, Xp 3320 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 15, Xp 3320 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 3320 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 3320 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 3320 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 3420 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 3420 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 4470 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 16, Xp 6855 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 6855 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 6855 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 8090 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 8090 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 8190 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 12, Xp 8190 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 8190 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 8190 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 9240 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 10475 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 10475 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 12860 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 12960 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 17, Xp 14010 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 14010 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 19, Xp 14010 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 14010 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 14010 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 15345 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 15345 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 13, Xp 17630 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 17630 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 17630 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 17630 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 17730 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 18780 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 21165 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 21165 | Xp Modification Required: Level 17, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 22400 | Xp Modification Required: Level 17, Xp 23750
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 22500 | Xp Modification Required: Level 17, Xp 22500
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 1, Xp 1050 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 1050 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 2285 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 15, Xp 2285 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 2285 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 16, Xp 4670 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 4670 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 13, Xp 5820 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 16, Xp 5820 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 18, Xp 5820 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 5820 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 5820 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 9440 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 9440 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 9440 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 9440 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 18, Xp 10590 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 10590 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 12975 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 12975 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 14210 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 15360 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 16595 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 16, Xp 16595 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 16, Xp 18980 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 13, Xp 20130 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 17, Xp 20130 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 20130 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 20130 | Xp Modification Required: Level 18, Xp 25000
18980 Rebirths can glitch on Muscle King Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Legends Gym Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 20, Xp 23750 | Xp Modification Required: Level 18, Xp 23750
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 1150 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Eternal Gym Rock | Stats per punch [+5] | Level 1, Xp 3535 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 16, Xp 3535 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 19, Xp 3535 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Golden Rock | Stats per punch [+5] | Level 17, Xp 5920 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 5920 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Mythical Gym Rock | Stats per punch [+5] | Level 1, Xp 10690 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 13, Xp 10690 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 18, Xp 10690 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 19, Xp 10690 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 18, Xp 15460 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on Frost Gym Rock | Stats per punch [+5] | Level 1, Xp 17845 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 100 Rock | Stats per punch [+5] | Level 17, Xp 17845 | Xp Modification Required: Level 19, Xp 25000
18980 Rebirths can glitch on 10 Rock | Stats per punch [+5] | Level 17, Xp 20230 | Xp Modification Required: Level 19, Xp 25000
